epoch,train_loss,val_loss,lr,duration
119,52.108383314950125,104.12879943847656,0.005,27.084431886672974
120,41.337203570774626,96.26187133789062,0.005,27.345152378082275
121,50.143984828676494,101.48213195800781,0.005,27.609768390655518
122,35.2389771597726,109.00944519042969,0.005,27.877265214920044
123,48.32173088618687,128.0000457763672,0.005,28.142231941223145
124,57.343705313546316,85.42127227783203,0.005,28.41024899482727
125,42.9079076222011,126.54125213623047,0.005,28.677563667297363
126,39.69116817201887,116.67878723144531,0.005,28.944488525390625
127,38.06748172215053,104.31884002685547,0.005,29.212918758392334
128,43.0879613331386,86.95248413085938,0.005,29.475922107696533
129,39.25154767717634,113.47270965576172,0.005,29.743771076202393
130,34.21907370431082,110.29827880859375,0.005,30.00902771949768
131,36.47752298627581,86.14047241210938,0.005,30.273125171661377
132,36.077240807669504,101.3558120727539,0.005,30.537504196166992
133,35.865044934409006,100.29837799072266,0.005,30.799286127090454
134,35.22716096469334,95.89810180664062,0.005,31.05995011329651
135,32.94024508340018,100.56971740722656,0.005,31.328035354614258
136,32.972688811165945,94.39688110351562,0.005,31.592700719833374
137,31.985250098364695,98.32714080810547,0.005,31.856605291366577
138,36.2766695703779,99.95612335205078,0.005,32.118443727493286
139,32.56136839730399,98.27151489257812,0.005,32.384183406829834
140,34.6794753755842,96.82776641845703,0.005,32.64909625053406
141,32.344864232199534,103.6591567993164,0.005,32.91542434692383
142,35.97898415156773,94.74591827392578,0.005,33.18229532241821
143,34.48555864606585,101.87089538574219,0.005,33.45100975036621
144,31.71532338006156,98.55879974365234,0.005,33.7112603187561
145,34.660173824855256,97.54291534423828,0.005,33.97261190414429
146,34.58870915004185,94.01177215576172,0.005,34.23494553565979
147,28.6982421875,96.59174346923828,0.005,34.49957895278931
148,34.748375347682405,106.52947235107422,0.005,34.7608106136322
149,31.380513872419083,97.18003845214844,0.005,35.017460346221924
150,31.510937009538925,100.5191421508789,0.005,35.28028082847595
151,29.98321601322719,100.526123046875,0.005,35.54078912734985
152,31.548107147216797,85.7537612915039,0.005,35.80163550376892
153,30.123228005000524,98.39482116699219,0.005,36.06548261642456
154,30.398528780255997,95.27410888671875,0.005,36.32742619514465
155,28.03288929803031,98.62591552734375,0.005,36.59009146690369
156,28.52111884525844,92.55382537841797,0.005,36.846933364868164
157,29.668384756360734,112.36322784423828,0.005,37.109421253204346
158,29.54832512991769,86.86626434326172,0.005,37.37818193435669
159,28.261224337986537,107.04442596435547,0.005,37.63897776603699
160,28.36164665222168,85.84173583984375,0.005,37.89683794975281
161,29.964119298117502,97.73286437988281,0.005,38.15425229072571
162,41.65594570977347,92.5495834350586,0.005,38.41158938407898
163,33.051709038870676,103.01649475097656,0.005,38.66521501541138
164,35.80657056399754,84.86400604248047,0.005,38.9232337474823
165,30.539888654436385,100.49989318847656,0.005,39.18116641044617
166,26.080764327730453,109.71443939208984,0.005,39.440746784210205
167,29.827859265463694,107.66107177734375,0.005,39.69700288772583
168,27.029432705470494,86.7735366821289,0.005,39.95313477516174
169,26.633408580507552,99.20551300048828,0.005,40.21139430999756
170,26.477919714791433,100.11460876464844,0.005,40.468565464019775
171,31.221473012651717,100.8803939819336,0.005,40.727421045303345
172,27.311948367527553,99.50798034667969,0.005,40.99112820625305
173,24.19721511432103,89.0950927734375,0.005,41.246251583099365
174,29.53629125867571,108.037353515625,0.005,41.50501275062561
175,25.14545454297747,92.9372787475586,0.005,41.769132137298584
176,25.8302777494703,92.51387786865234,0.005,42.02929735183716
177,27.990113462720597,85.56037902832031,0.005,42.292946338653564
178,31.910481180463517,107.44171905517578,0.005,42.553367137908936
179,33.55380460194179,114.14839935302734,0.005,42.813252449035645
180,38.293804100581575,87.055419921875,0.005,43.075345039367676
181,32.20375779696873,105.44184112548828,0.005,43.34280467033386
182,34.88216505731855,99.7125473022461,0.005,43.59963274002075
183,36.76259660720825,84.41130065917969,0.005,43.861560344696045
184,25.349454981940134,94.73072052001953,0.005,44.12164878845215
185,23.819163186209543,94.19790649414062,0.005,44.386882066726685
186,24.238339969090053,90.85662078857422,0.005,44.652241468429565
187,30.62003881590707,88.3027572631836,0.005,44.919318199157715
188,29.548046384538925,103.45677947998047,0.005,45.18577337265015
189,36.02067470550537,91.34213256835938,0.005,45.447571754455566
190,37.45927613122122,94.05261993408203,0.005,45.713425636291504
191,29.294155802045548,113.27314758300781,0.005,45.980507612228394
192,29.846482345036097,90.2809829711914,0.005,46.25256967544556
193,25.86456080845424,98.92089080810547,0.005,46.519980907440186
194,28.961524895259313,92.15245056152344,0.005,46.789528608322144
195,24.157126631055558,106.5584487915039,0.005,47.05184292793274
196,24.319187675203597,87.96483612060547,0.005,47.31586837768555
197,24.135495798928396,93.54437255859375,0.005,47.58266067504883
198,27.501540115901403,92.60051727294922,0.005,47.85033702850342
199,33.762729917253765,94.55533599853516,0.005,48.11513304710388
200,22.773463112967356,92.54998779296875,0.005,48.38378691673279
