epoch,train_loss,val_loss,lr,duration
1,144.76335198538644,167.39234924316406,0.005,0.7850282192230225
2,94.13368906293597,157.48793029785156,0.005,1.8171429634094238
3,85.72048800332206,152.8062286376953,0.005,2.9223694801330566
4,82.79363264356341,154.57444763183594,0.005,4.013811111450195
5,80.5536345073155,151.2541046142578,0.005,5.082729816436768
6,79.91987664358956,153.09017944335938,0.005,6.152843713760376
7,78.26047107151577,149.87014770507812,0.005,7.352363109588623
8,78.55999524252755,147.02000427246094,0.005,8.463874816894531
9,78.28343227931431,141.76327514648438,0.005,9.650082349777222
10,76.89421694619315,150.78370666503906,0.005,10.821336507797241
11,76.38545526776996,142.21022033691406,0.005,11.953141927719116
12,76.36806815011161,143.97235107421875,0.005,13.154077529907227
13,76.67005375453404,136.445556640625,0.005,14.30538558959961
14,74.8207778930664,140.95175170898438,0.005,15.534239292144775
15,75.10552079336983,138.04550170898438,0.005,16.6742422580719
16,76.41404982975551,139.6297607421875,0.005,17.80490231513977
17,75.08863285609654,140.60340881347656,0.005,18.87222957611084
18,75.16770567212787,131.0853729248047,0.005,19.95669174194336
19,74.38154561179024,140.1448211669922,0.005,21.015645027160645
20,74.60797950199672,142.17337036132812,0.005,22.106764793395996
21,74.19913932255336,130.58175659179688,0.005,23.279477834701538
22,74.35723509107318,139.9580078125,0.005,24.337221145629883
23,72.34121813092914,130.20326232910156,0.005,25.334038257598877
24,73.91750022343227,134.09176635742188,0.005,26.453294038772583
25,71.99751935686383,128.23434448242188,0.005,27.52595067024231
26,71.44660527365548,138.62550354003906,0.005,28.56419348716736
27,71.24566159929547,130.43515014648438,0.005,29.58596444129944
28,70.20796040126255,130.57049560546875,0.005,30.60561728477478
29,71.568329674857,130.95462036132812,0.005,31.50212001800537
30,68.04555484226772,129.47708129882812,0.005,32.587114572525024
31,71.37625789642334,124.1845474243164,0.005,33.57264852523804
32,73.96215581893921,127.49795532226562,0.005,34.61855721473694
33,71.65191916057042,144.27676391601562,0.005,35.65801548957825
34,69.57914325169155,129.61045837402344,0.005,36.69736695289612
35,69.70486777169364,120.48660278320312,0.005,37.69315242767334
36,69.42434256417411,135.03839111328125,0.005,38.69967436790466
37,66.92950534820557,137.93206787109375,0.005,39.8143105506897
38,68.22546972547259,120.61803436279297,0.005,40.83390522003174
39,66.40511049543109,124.27436065673828,0.005,41.87095308303833
40,63.71537494659424,128.4182586669922,0.005,42.83815026283264
41,64.63517951965332,131.2393341064453,0.005,43.844212770462036
42,69.24149594988141,119.22956848144531,0.005,44.898025035858154
43,64.898238999503,127.81967163085938,0.005,45.90583848953247
44,63.62178257533482,137.8504180908203,0.005,46.853734254837036
45,63.741491726466585,124.47506713867188,0.005,47.88416361808777
46,63.61760493687221,141.4520263671875,0.005,48.85750889778137
47,61.576739583696636,125.22295379638672,0.005,49.79734206199646
48,67.30781146458217,127.63971710205078,0.005,50.775768756866455
49,61.23128523145403,144.17259216308594,0.005,51.76589918136597
50,64.52095467703683,137.62184143066406,0.005,52.71303677558899
51,58.61757319314139,126.63796997070312,0.005,53.64732313156128
52,59.14619527544294,119.58673095703125,0.005,54.59451103210449
53,56.9892315183367,134.026123046875,0.005,55.62155294418335
54,58.34656402042934,128.75173950195312,0.005,56.48861002922058
55,55.66463960920061,121.77137756347656,0.005,57.375598192214966
56,56.3568320955549,122.52131652832031,0.005,58.320261001586914
57,55.02121325901577,131.2333526611328,0.005,59.42687487602234
58,57.75159617832729,147.35052490234375,0.005,60.489644289016724
59,73.06495421273368,109.35381317138672,0.005,61.3963668346405
60,69.85431017194476,124.5831527709961,0.005,62.246137380599976
61,57.53953170776367,127.81390380859375,0.005,63.08759522438049
62,57.66451052256993,104.76545715332031,0.005,63.92096138000488
63,57.57984406607492,149.7890625,0.005,64.78900408744812
64,51.49628203255789,137.22122192382812,0.005,65.67499423027039
65,62.446494238717214,93.31362915039062,0.005,66.52222609519958
66,67.41373443603516,163.08006286621094,0.005,67.39657878875732
67,61.36874839237758,127.68494415283203,0.005,68.27083420753479
68,54.703638553619385,111.47228240966797,0.005,69.11614060401917
69,52.56315394810268,120.90191650390625,0.005,70.13520193099976
70,50.250003405979704,144.28408813476562,0.005,71.06144618988037
71,52.22919154167175,124.15621185302734,0.005,71.95730257034302
72,58.12763459341867,150.5637664794922,0.005,72.84231662750244
73,53.82238531112671,119.58265686035156,0.005,73.75755500793457
74,47.766529423849924,129.06353759765625,0.005,74.7060809135437
75,51.08323219844273,131.26133728027344,0.005,75.68847870826721
76,40.2735402243478,115.76158905029297,0.005,76.65944814682007
77,56.46894952229091,116.46056365966797,0.005,77.59936738014221
78,43.78443881443569,121.34796905517578,0.005,78.43830943107605
79,52.27538899012974,125.13075256347656,0.005,79.35632920265198
80,52.16240569523403,94.2429428100586,0.005,80.20661544799805
81,44.91172354561942,146.83706665039062,0.005,81.07917928695679
82,59.97428124291556,143.6633758544922,0.005,82.02916145324707
83,49.526674134390696,106.79486083984375,0.005,82.98126864433289
84,46.88630063193185,140.1729736328125,0.005,83.89475011825562
85,43.92311494691031,149.3368682861328,0.005,84.82213139533997
86,42.86196947097778,116.12794494628906,0.005,85.7826418876648
87,39.14266790662493,133.72032165527344,0.005,86.69264531135559
88,40.02281379699707,119.03423309326172,0.005,87.57252311706543
89,39.815572670527864,114.93694305419922,0.005,88.50236201286316
90,43.08333339009966,126.64126586914062,0.005,89.47148728370667
91,39.662025451660156,136.12869262695312,0.005,90.3897271156311
92,37.522349085126606,127.34186553955078,0.005,91.34977889060974
93,42.537011691502165,124.57161712646484,0.005,92.24558734893799
94,41.610541343688965,130.02085876464844,0.005,93.23880505561829
95,34.43942151750837,127.57217407226562,0.005,94.19502210617065
96,34.80935069492885,107.58558654785156,0.005,95.09635925292969
97,42.74865565981184,131.4485321044922,0.005,95.9940869808197
98,52.47004018511091,132.8590545654297,0.005,96.81891632080078
99,37.5027756009783,104.60299682617188,0.005,97.6869146823883
100,46.19777563640049,111.84829711914062,0.005,98.5672116279602
101,40.44906514031546,161.20901489257812,0.005,99.46876740455627
102,39.887178795678274,105.52913665771484,0.005,100.32120656967163
103,40.664661271231516,118.3595199584961,0.005,101.20129799842834
104,34.45595782143729,138.01119995117188,0.005,102.1029405593872
105,32.24031046458653,115.678955078125,0.005,102.97805905342102
106,32.180918148585725,118.32696533203125,0.005,103.85488629341125
107,33.00066620962961,117.85629272460938,0.005,104.70109462738037
108,35.683421407427105,126.86101531982422,0.005,105.55397129058838
109,29.757591315678187,107.89217376708984,0.005,106.38320708274841
110,27.575581312179565,118.16944122314453,0.005,107.23486089706421
111,26.570530073983328,115.7005844116211,0.005,108.07854986190796
112,25.881150313786097,117.72720336914062,0.005,108.9688971042633
113,29.512154851640975,125.31996154785156,0.005,109.8434100151062
114,28.747947011675155,109.2681655883789,0.005,110.78876614570618
115,27.327871322631836,121.33061218261719,0.005,111.59279251098633
116,26.669825622013636,113.39441680908203,0.005,112.48995184898376
117,26.68659223828997,100.65743255615234,0.005,113.39268684387207
118,26.85422686168126,130.3708038330078,0.005,114.38393759727478
119,48.21576050349644,93.4063720703125,0.005,115.26940679550171
